EDfile_name,index_events_code_start,index_events_code_end,failed/non_failed,update/non-update,id_target,id_update,bhvStat1,failed/non_failed,id_target,id_update,trial_mode,start_of_pre_cue,last_enter_to_target,cue_onset,go_signal,trial_jump,move_onset,in_periphery,end_of_hold,reward,end_of_trial
t5601ee.14.mat,9,10,1,2,3,NaN,545,2,3,NaN,28.3691,28.6305,28.9049,29.4517,30.0686,NaN,30.3696,30.6035,31.0221,30.7188,31.0258,30.3857
t5601ee.14.mat,11,12,1,2,8,NaN,546,2,8,NaN,32.202,32.4912,33.5347,34.0665,34.8316,NaN,35.0829,35.3337,35.7517,35.4486,35.7551,34.8335
t5601ee.14.mat,13,14,1,2,5,NaN,547,2,5,NaN,36.9297,37.2113,37.2306,37.7953,38.5783,NaN,38.896,39.113,39.5324,39.2286,39.5357,38.8793
t5601ee.14.mat,15,16,1,1,8,7,548,1,8,7,40.7108,40.9974,41.0165,41.6082,42.3926,42.541,42.541,42.8106,42.541,43.2918,43.5967,42.5422
t5601ee.14.mat,17,18,1,2,2,NaN,549,2,2,NaN,44.7719,45.0588,45.1585,45.7216,46.4382,NaN,46.5892,47.0583,47.4775,47.1737,47.4807,46.6366
t5601ee.14.mat,19,20,1,2,7,NaN,550,2,7,NaN,48.6549,48.9433,49.7884,50.3522,51.0348,NaN,51.3358,51.5701,51.9846,51.6854,51.988,51.3402
t5601ee.14.mat,21,22,1,2,6,NaN,551,2,6,NaN,53.1632,53.4367,53.456,54.0312,54.6653,NaN,54.7828,55.2333,55.7854,55.4823,55.7889,55.0092
t5601ee.14.mat,23,24,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,25,26,1,1,7,3,552,1,7,3,60.4939,60.7671,61.1616,61.7099,62.392,62.4406,62.8262,63.0105,62.4406,63.1255,63.4326,62.7669
t5601ee.14.mat,27,28,1,2,4,NaN,553,2,4,NaN,64.6074,64.894,64.93,65.4555,66.289,NaN,66.4558,66.8242,67.2423,66.939,67.2456,66.5975
t5601ee.14.mat,29,30,1,2,3,NaN,554,2,3,NaN,68.4215,68.707,69.3747,69.9018,70.5534,NaN,70.9197,71.1207,71.5398,71.2359,71.5433,70.8978
t5601ee.14.mat,31,32,1,2,6,NaN,555,2,6,NaN,72.7196,72.9976,73.1696,73.6823,74.4824,NaN,74.8838,75.0677,75.6695,75.3654,75.6729,74.8363
t5601ee.14.mat,33,34,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,35,36,1,1,2,1,556,1,2,1,80.1249,80.4079,80.5123,81.0592,81.7926,81.8414,82.144,82.2283,81.8414,82.8764,83.1832,81.5802
t5601ee.14.mat,37,38,1,2,8,NaN,557,2,8,NaN,84.3584,84.6213,84.9595,85.4887,86.2225,NaN,86.2905,86.5416,87.1932,86.8898,87.1968,86.2677
t5601ee.14.mat,39,40,1,2,7,NaN,558,2,7,NaN,88.3721,88.6523,88.6715,89.2524,90.0529,NaN,90.4372,90.6043,91.3219,91.0191,91.3253,90.3934
t5601ee.14.mat,41,42,1,2,4,NaN,559,2,4,NaN,92.5002,92.7694,92.7879,93.3326,94.0838,NaN,94.3168,94.6676,95.0836,94.7828,95.0858,94.3946
t5601ee.14.mat,43,44,1,2,2,NaN,560,2,2,NaN,96.2536,96.5292,96.9659,97.4965,98.197,NaN,98.7473,98.9149,99.3339,99.0301,99.3375,98.6565
t5601ee.14.mat,45,46,0,1,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,47,48,1,2,5,NaN,561,2,5,NaN,103.7357,104.0119,104.8096,105.3234,106.1575,NaN,106.2239,106.9249,107.3436,107.0397,107.3469,106.6214
t5601ee.14.mat,49,50,1,2,8,NaN,562,2,8,NaN,108.5216,108.805,109.4725,110.0532,110.7875,NaN,111.0375,111.2879,111.7064,111.4028,111.7098,111.0512
t5601ee.14.mat,51,52,1,2,7,NaN,563,2,7,NaN,112.8839,113.1642,113.1833,113.7496,114.3831,NaN,114.7339,114.9683,115.3867,115.0832,115.3902,114.7396
t5601ee.14.mat,53,54,1,2,2,NaN,564,2,2,NaN,116.5644,116.8363,116.9157,117.5123,118.2465,NaN,118.4473,118.765,119.1834,118.88,119.1867,118.4623
t5601ee.14.mat,55,56,1,1,3,6,565,1,3,6,120.3611,120.6425,120.6766,121.2103,121.9932,122.0186,122.211,122.5289,122.0186,123.5924,123.8993,122.2133
t5601ee.14.mat,57,58,1,2,5,NaN,566,2,5,NaN,125.0737,125.3552,125.8589,126.4062,127.0555,NaN,127.424,127.6247,128.0432,127.7395,128.0467,127.0362
t5601ee.14.mat,59,60,1,2,6,NaN,567,2,6,NaN,129.2215,129.4922,129.9061,130.4026,131.1688,NaN,131.4367,131.6873,132.1054,131.8026,132.1088,131.4176
t5601ee.14.mat,61,62,1,2,3,NaN,568,2,3,NaN,133.2842,133.5477,134.0854,134.5821,135.1989,NaN,135.2501,135.6174,136.0443,135.7329,136.0478,135.2531
t5601ee.14.mat,63,64,0,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,65,66,1,1,5,7,569,1,5,7,139.7441,140.0159,140.73,141.3114,142.061,142.2255,142.3946,142.7129,142.2255,142.8277,143.1333,142.3464
t5601ee.14.mat,67,68,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,69,70,1,2,4,NaN,570,2,4,NaN,147.0093,147.2913,149.8063,150.3352,151.0387,NaN,151.3703,151.6218,152.0394,151.7362,152.0428,151.3622
t5601ee.14.mat,71,72,1,2,2,NaN,571,2,2,NaN,153.2176,153.4953,159.831,160.3948,161.1279,NaN,161.4794,161.9294,162.3494,162.0443,162.3528,161.4198
t5601ee.14.mat,73,74,1,2,7,NaN,572,2,7,NaN,163.5286,163.8123,163.8477,164.4076,165.1242,NaN,165.5585,165.7428,166.7764,166.4742,166.7791,165.5176
t5601ee.14.mat,75,76,0,1,5,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,77,78,1,2,3,NaN,573,2,3,NaN,173.9009,174.1869,175.5186,176.0318,176.7153,NaN,177.0159,177.3676,177.7855,177.4826,177.7888,177.0568
t5601ee.14.mat,79,80,1,2,5,NaN,574,2,5,NaN,178.9621,179.2322,179.2515,179.7785,180.5451,NaN,180.5628,180.8824,184.9788,184.6756,184.9822,180.4445
t5601ee.14.mat,81,82,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,83,84,0,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,85,86,0,1,1,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,87,88,1,2,1,NaN,575,2,1,NaN,201.7756,202.047,202.5122,203.0091,203.7765,NaN,203.927,204.1611,204.5788,204.2763,204.5824,203.7221
t5601ee.14.mat,89,90,1,2,2,NaN,576,2,2,NaN,205.7563,206.0404,206.0594,206.6065,207.3566,NaN,207.4069,207.8252,208.2433,207.9405,208.2465,207.3025
t5601ee.14.mat,91,92,1,2,6,NaN,577,2,6,NaN,209.4199,209.7016,210.0559,210.5524,211.2529,NaN,211.3371,211.7876,212.2063,211.903,212.2099,211.5574
t5601ee.14.mat,93,94,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,95,96,0,1,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,97,98,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,99,100,0,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,101,102,1,2,5,NaN,578,2,5,NaN,227.9204,228.1824,229.0594,229.6241,230.3379,NaN,230.6882,230.9553,232.4527,232.1535,232.456,230.6501
t5601ee.14.mat,103,104,1,2,1,NaN,579,2,1,NaN,233.6309,233.9078,234.3199,234.8323,235.5837,NaN,236.3172,236.5349,236.9528,236.6497,236.9562,236.2633
t5601ee.14.mat,105,106,1,1,7,2,580,1,7,2,238.1317,238.4019,238.437,238.9958,239.6481,239.7453,239.881,240.3479,239.7453,240.4626,240.7693,239.9258
t5601ee.14.mat,107,108,1,2,7,NaN,581,2,7,NaN,241.9441,242.221,242.2384,242.7767,243.5597,NaN,243.6278,244.1449,244.5635,244.26,244.5671,243.8397
t5601ee.14.mat,109,110,1,2,3,NaN,582,2,3,NaN,245.7401,246.0232,246.0592,246.5563,247.1904,NaN,247.3578,247.7587,248.1769,247.8735,248.1806,247.3823
t5601ee.14.mat,111,112,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,113,114,1,2,8,NaN,583,2,8,NaN,251.9829,252.2673,252.4385,253.001,253.6846,NaN,253.9028,254.2538,254.6716,254.3687,254.675,253.957
t5601ee.14.mat,115,116,0,1,8,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,117,118,1,2,2,NaN,584,2,2,NaN,258.8277,259.0857,259.1402,259.7119,260.446,NaN,261.4632,261.7966,262.2144,261.9121,262.2178,261.0519
t5601ee.14.mat,119,120,0,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,121,122,1,2,4,NaN,585,2,4,NaN,266.3517,266.6341,266.6557,267.2228,268.0239,NaN,268.4573,268.7081,269.128,268.8235,269.1314,268.3868
t5601ee.14.mat,123,124,1,2,7,NaN,586,2,7,NaN,270.3068,270.5866,270.9723,271.4854,272.2362,NaN,272.5375,272.7884,273.2084,272.9035,273.2115,272.5024
t5601ee.14.mat,125,126,1,1,3,7,587,1,3,7,274.387,274.6711,274.6901,275.1995,275.9001,276.0325,276.1013,276.6017,276.0325,276.7166,277.0241,276.1695
t5601ee.14.mat,127,128,1,2,5,NaN,588,2,5,NaN,278.1998,278.4802,278.4993,279.0962,279.8471,NaN,280.1311,280.3985,281.85,281.5464,281.8534,280.0782
t5601ee.14.mat,129,130,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,131,132,0,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,133,134,1,2,4,NaN,589,2,4,NaN,290.9364,291.2201,291.8387,292.3854,293.2022,NaN,293.5703,293.7042,294.1237,293.8202,294.1269,293.4894
t5601ee.14.mat,135,136,1,1,4,2,590,1,4,2,295.3013,295.5856,299.5995,300.1625,300.9962,301.0782,301.3145,301.5988,301.0782,301.7134,302.0211,301.2465
t5601ee.14.mat,137,138,1,2,8,NaN,591,2,8,NaN,303.1974,303.4681,304.9779,305.5085,306.2252,NaN,306.5261,306.7268,307.1458,306.8423,307.1493,306.4515
t5601ee.14.mat,139,140,1,2,2,NaN,592,2,2,NaN,308.3241,308.6107,308.8417,309.3879,310.0218,NaN,310.2402,310.5093,310.9268,310.6233,310.9301,309.7549
t5601ee.14.mat,141,142,1,2,7,NaN,593,2,7,NaN,312.1046,312.3889,312.4078,312.9518,313.6691,NaN,313.9374,314.188,314.8055,314.5027,314.8092,313.9328
t5601ee.14.mat,143,144,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,145,146,1,1,6,8,594,1,6,8,318.9586,319.2328,320.6989,321.2789,322.0623,322.0945,322.3626,322.5812,322.0945,322.6974,323.0036,322.3579
t5601ee.14.mat,147,148,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,149,150,1,2,5,NaN,595,2,5,NaN,326.9396,327.2244,327.8766,328.4391,329.2068,NaN,329.6237,329.8082,331.1427,330.8398,331.1461,329.5431
t5601ee.14.mat,151,152,1,2,6,NaN,596,2,6,NaN,332.3207,332.6031,332.9719,333.4852,336.5013,NaN,336.5215,336.7524,337.17,336.8671,337.1735,336.5215
t5601ee.14.mat,153,154,1,2,8,NaN,597,2,8,NaN,338.3487,338.6252,338.6442,339.2144,339.9643,NaN,340.1651,340.4664,340.8836,340.5808,340.8874,340.1164
t5601ee.14.mat,155,156,0,1,8,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,157,158,0,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,159,160,1,2,7,NaN,598,2,7,NaN,350.3341,350.6017,351.4402,351.9894,352.7536,NaN,353.1041,353.3722,354.7038,354.4028,354.7069,353.0984
t5601ee.14.mat,161,162,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,163,164,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,165,166,1,1,7,6,599,1,7,6,369.3192,369.5945,369.9245,370.4542,371.2715,371.3701,371.3867,371.8243,371.3701,371.9395,372.2471,371.5272
t5601ee.14.mat,167,168,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,169,170,1,2,6,NaN,600,2,6,NaN,376.1967,376.4767,376.4981,377.0662,377.866,NaN,377.9168,378.2858,378.7011,378.4005,378.7044,377.8942
t5601ee.14.mat,171,172,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.14.mat,173,174,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,1,2,0,1,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,3,4,1,2,5,NaN,601,2,5,NaN,12.3848,12.6634,12.9858,13.5664,14.3339,NaN,14.6508,14.7844,15.197,14.8998,15.2004,14.5734
t5601ee.15.mat,5,6,1,2,7,NaN,602,2,7,NaN,16.374,16.6273,18.0652,18.6286,19.4624,NaN,19.5795,19.8642,20.283,19.9792,20.2865,19.6416
t5601ee.15.mat,7,8,1,2,1,NaN,603,2,1,NaN,21.4612,21.7439,22.1286,22.7085,23.526,NaN,23.6934,23.8942,24.3122,24.0092,24.3156,23.6175
t5601ee.15.mat,9,10,1,2,4,NaN,604,2,4,NaN,25.4898,25.7538,25.8417,26.3553,27.123,NaN,27.4068,27.5246,27.9439,27.64,27.9471,27.3443
t5601ee.15.mat,11,12,0,1,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,13,14,1,2,2,NaN,605,2,2,NaN,32.1844,32.4534,32.8359,33.3329,34.0664,NaN,34.1674,34.5363,34.9539,34.6511,34.9573,34.3579
t5601ee.15.mat,15,16,1,2,3,NaN,606,2,3,NaN,36.1323,36.4061,36.5164,37.0298,37.6806,NaN,37.998,38.1157,38.5334,38.2308,38.5366,37.9318
t5601ee.15.mat,17,18,1,2,7,NaN,607,2,7,NaN,39.7111,39.9678,40.5468,41.0769,41.7441,NaN,42.0282,42.2282,42.6472,42.3442,42.6506,42.0329
t5601ee.15.mat,19,20,1,2,5,NaN,608,2,5,NaN,43.8265,44.0964,44.2603,44.8245,45.5583,NaN,45.7756,46.0096,46.4279,46.1245,46.4322,45.8065
t5601ee.15.mat,21,22,0,1,5,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,23,24,1,2,3,NaN,609,2,3,NaN,50.618,50.892,51.0716,51.618,52.418,NaN,52.4705,52.7856,53.2057,52.9024,53.2091,52.585
t5601ee.15.mat,25,26,1,2,8,NaN,610,2,8,NaN,54.3836,54.6632,54.6825,55.198,55.852,NaN,56.2332,56.4665,56.8865,56.5828,56.8898,56.191
t5601ee.15.mat,27,28,0,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,29,30,1,2,1,NaN,611,2,1,NaN,63.4384,63.7203,64.1101,64.6404,65.3083,NaN,65.6591,65.8081,66.3767,66.0743,66.3788,65.6004
t5601ee.15.mat,31,32,1,1,1,1,612,1,1,1,67.5473,67.8289,68.0572,68.5732,69.3377,69.4196,69.5723,69.8738,69.4196,70.9873,71.2948,69.5062
t5601ee.15.mat,33,34,1,2,6,NaN,613,2,6,NaN,72.4696,72.755,73.2367,73.7339,74.5165,NaN,74.901,75.0349,75.4533,75.1501,75.457,74.8339
t5601ee.15.mat,35,36,1,2,2,NaN,614,2,2,NaN,76.6315,76.9191,77.3549,77.8483,78.4967,NaN,78.5004,78.9164,79.3338,79.0307,79.3367,78.6963
t5601ee.15.mat,37,38,1,2,6,NaN,615,2,6,NaN,80.5112,80.7906,80.8102,81.33,82.027,NaN,82.1452,82.5128,82.9293,82.6275,82.9331,82.169
t5601ee.15.mat,39,40,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,41,42,1,1,3,2,616,1,3,2,87.6889,87.9716,88.2408,88.821,89.554,89.7027,89.9551,90.1728,89.7027,90.288,90.5933,89.886
t5601ee.15.mat,43,44,1,2,2,NaN,617,2,2,NaN,91.7661,92.0397,93.7693,94.2662,94.9665,NaN,95.2508,95.5059,95.9207,95.6167,95.9242,95.2612
t5601ee.15.mat,45,46,1,2,7,NaN,618,2,7,NaN,97.0994,97.3833,97.9329,98.4628,99.0798,NaN,99.4643,99.7151,100.2006,99.8963,100.204,99.4338
t5601ee.15.mat,47,48,1,2,4,NaN,619,2,4,NaN,101.3775,101.6478,102.7121,103.2096,103.8924,NaN,104.3268,104.4625,104.8798,104.5764,104.8832,104.2626
t5601ee.15.mat,49,50,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,51,52,1,1,6,8,620,1,6,8,109.3024,109.588,110.5557,111.0856,111.9197,112.0514,112.237,112.5745,112.0514,112.6857,112.9938,112.1916
t5601ee.15.mat,53,54,1,2,1,NaN,621,2,1,NaN,114.1677,114.4381,114.4577,114.9658,115.6994,NaN,116.1007,116.2348,116.6544,116.3498,116.6577,116.0328
t5601ee.15.mat,55,56,1,2,5,NaN,622,2,5,NaN,117.831,118.0978,118.1654,118.6966,119.5304,NaN,119.7476,119.9651,120.3839,120.08,120.3875,119.7486
t5601ee.15.mat,57,58,1,2,5,NaN,623,2,5,NaN,121.5616,121.8314,122.0803,122.6441,123.3781,NaN,123.7278,123.862,125.3293,125.0256,125.3327,123.6461
t5601ee.15.mat,59,60,1,2,3,NaN,624,2,3,NaN,126.5084,126.7847,126.8321,127.4244,128.1559,NaN,128.2403,128.4073,128.8263,128.5229,128.8298,128.2144
t5601ee.15.mat,61,62,1,1,3,1,625,1,3,1,130.0057,130.2815,133.9361,134.5173,135.1844,135.2822,135.5018,135.8712,135.2822,135.985,136.2912,135.4733
t5601ee.15.mat,63,64,1,2,8,NaN,626,2,8,NaN,137.4672,137.7537,138.4496,138.981,139.6298,NaN,139.7643,140.0316,140.6498,140.3465,140.6534,139.831
t5601ee.15.mat,65,66,1,2,4,NaN,627,2,4,NaN,141.8273,142.1025,142.4795,143.0453,143.7597,NaN,144.0108,144.2285,144.6479,144.3437,144.6512,143.9423
t5601ee.15.mat,67,68,1,2,1,NaN,628,2,1,NaN,145.8266,146.1071,147.6583,148.2217,148.9562,NaN,149.3232,149.474,149.8918,149.5891,149.895,149.2547
t5601ee.15.mat,69,70,0,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,71,72,1,1,8,5,629,1,8,5,154.0832,154.363,154.9363,155.4664,156.3159,156.3987,156.4268,156.6675,156.3987,157.1493,157.4556,156.4244
t5601ee.15.mat,73,74,1,2,2,NaN,630,2,2,NaN,158.6285,158.9107,160.1649,160.6611,161.2791,NaN,161.4133,161.7639,162.183,161.879,162.1865,161.3921
t5601ee.15.mat,75,76,0,2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,77,78,1,2,7,NaN,631,2,7,NaN,174.8882,175.1576,180.2176,180.7465,181.4294,NaN,181.7635,181.9646,182.3819,182.0789,182.3851,181.7275
t5601ee.15.mat,79,80,1,2,4,NaN,632,2,4,NaN,183.5597,183.8426,184.8118,185.3591,185.9917,NaN,186.376,186.8429,187.262,186.9587,187.2653,186.4111
t5601ee.15.mat,81,82,1,1,6,8,633,1,6,8,188.4405,188.7194,190.4605,190.9701,191.6209,191.7698,191.9884,192.2556,191.7698,192.3707,192.6774,191.9951
t5601ee.15.mat,83,84,1,2,8,NaN,634,2,8,NaN,193.8511,194.139,194.6034,195.1192,195.8005,NaN,196.0345,196.2023,196.6222,196.3185,196.6254,195.9752
t5601ee.15.mat,85,86,1,2,2,NaN,635,2,2,NaN,197.8013,198.0887,198.1242,198.6136,199.2974,NaN,199.6157,199.833,200.2521,199.9482,200.2555,199.5916
t5601ee.15.mat,87,88,0,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,89,90,1,2,3,NaN,636,2,3,NaN,204.3876,204.6641,204.6858,205.1916,205.9259,NaN,206.2092,206.3765,206.7954,206.4919,206.7988,206.1706
t5601ee.15.mat,91,92,1,1,7,2,637,1,7,2,207.9747,208.2568,208.2755,208.8048,209.5056,209.6209,209.707,210.2753,209.6209,210.3897,210.6971,209.7848
t5601ee.15.mat,93,94,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,95,96,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,97,98,1,2,2,NaN,638,2,2,NaN,217.8975,218.1817,218.9167,219.4632,220.1133,NaN,220.1639,220.5018,220.919,220.6157,220.922,220.0692
t5601ee.15.mat,99,100,1,2,6,NaN,639,2,6,NaN,222.0963,222.3704,222.4967,223.0431,223.7103,NaN,224.0625,224.2462,224.665,224.3612,224.6688,224.0151
t5601ee.15.mat,101,102,0,1,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,103,104,1,2,4,NaN,640,2,4,NaN,229.2542,229.5292,235.5696,236.066,236.8012,NaN,237.2352,237.4511,237.8706,237.5669,237.8741,237.142
t5601ee.15.mat,105,106,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,107,108,0,2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,109,110,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,111,112,0,1,4,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,113,114,1,2,1,NaN,641,2,1,NaN,255.5127,255.7882,257.3864,257.9489,258.632,NaN,259.1329,259.2334,259.6517,259.3488,259.6552,259.0519
t5601ee.15.mat,115,116,1,2,5,NaN,642,2,5,NaN,260.8306,261.1042,261.1231,261.6451,262.3624,NaN,262.6971,262.848,263.2666,262.9629,263.2701,262.6401
t5601ee.15.mat,117,118,1,2,4,NaN,643,2,4,NaN,264.445,264.7342,264.7531,265.3087,265.9608,NaN,266.2603,266.4941,266.914,266.6094,266.9172,266.2587
t5601ee.15.mat,119,120,1,2,3,NaN,644,2,3,NaN,268.0902,268.3575,268.3944,268.939,269.6068,NaN,269.9242,270.1254,270.5446,270.2405,270.548,269.928
t5601ee.15.mat,121,122,1,1,5,8,645,1,5,8,271.7239,272.0044,272.1574,272.6527,273.3033,273.4022,273.604,273.8892,273.4022,274.004,274.3107,273.6407
t5601ee.15.mat,123,124,1,2,8,NaN,646,2,8,NaN,275.486,275.7715,275.7903,276.3348,277.1168,NaN,277.2515,277.486,277.9026,277.6003,277.9046,277.2278
t5601ee.15.mat,125,126,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,127,128,1,2,6,NaN,647,2,6,NaN,281.7969,282.0666,282.0881,282.6278,283.3782,NaN,283.5124,283.7801,284.1987,283.8953,284.2015,283.5028
t5601ee.15.mat,129,130,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.15.mat,131,132,1,1,1,3,648,1,1,3,288.3178,288.5899,288.9256,289.4392,290.1893,290.3216,290.5906,290.7409,290.3216,290.856,291.1639,290.5072
t5601ee.15.mat,133,134,1,2,2,NaN,649,2,2,NaN,292.3392,292.6217,293.0731,293.6188,294.3526,NaN,294.4374,294.7214,295.1375,294.8364,295.1412,294.5098
t5601ee.15.mat,135,136,1,2,7,NaN,650,2,7,NaN,296.3151,296.59,296.6106,297.1166,297.784,NaN,298.1176,298.3368,298.8199,298.5179,298.8225,298.0856
