EDfile_name,index_events_code_start,index_events_code_end,failed/non_failed,update/non-update,id_target,id_update,bhvStat1,failed/non_failed,id_target,id_update,trial_mode,start_of_pre_cue,last_enter_to_target,cue_onset,go_signal,trial_jump,move_onset,in_periphery,end_of_hold,reward,end_of_trial
t5601ee.6.mat,109,110,1,2,5,NaN,263,2,5,NaN,215.8428,216.1279,216.6779,217.2099,218.0075,NaN,218.2589,218.4599,218.8777,218.5745,218.8812,218.2389
t5601ee.6.mat,111,112,1,2,7,NaN,264,2,7,NaN,220.0579,220.3412,220.6739,221.2707,222.0215,NaN,222.2227,222.4563,222.875,222.5711,222.8786,222.2257
t5601ee.6.mat,113,114,1,2,6,NaN,265,2,6,NaN,224.0545,224.3368,224.6214,225.1175,225.8179,NaN,226.1521,226.3203,226.7388,226.4349,226.7423,226.1285
t5601ee.6.mat,115,116,0,1,7,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.6.mat,117,118,1,2,7,NaN,266,2,7,NaN,230.8461,231.134,231.6323,232.1791,232.9625,NaN,233.0965,233.3978,233.8158,233.5125,233.8196,233.1671
t5601ee.6.mat,119,120,1,2,2,NaN,267,2,2,NaN,234.9939,235.275,235.3108,235.892,236.5266,NaN,236.8934,237.0782,237.4963,237.1924,237.5,236.846
t5601ee.6.mat,121,122,1,2,8,NaN,268,2,8,NaN,238.6755,238.9627,239.0925,239.6733,240.4559,NaN,240.6908,240.9081,241.3268,241.0226,241.3303,240.6673
t5601ee.6.mat,123,124,1,2,6,NaN,269,2,6,NaN,242.5034,242.7848,242.8272,243.3857,244.2193,NaN,244.3883,244.639,245.0543,244.7535,245.0575,244.3577
t5601ee.6.mat,125,126,1,1,8,4,270,1,8,4,246.2335,246.5245,246.9694,247.5492,248.1994,248.3319,248.3319,248.6846,248.3319,250.2497,250.5565,248.1562
t5601ee.6.mat,127,128,1,2,3,NaN,271,2,3,NaN,251.7298,252.0011,257.2273,257.7742,258.6082,NaN,259.0917,259.3422,259.7607,259.4575,259.7639,259.0402
t5601ee.6.mat,129,130,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.6.mat,131,132,1,2,4,NaN,272,2,4,NaN,272.4809,272.7675,277.611,278.1243,278.7418,NaN,278.9258,279.195,279.6116,279.3079,279.615,278.8573
t5601ee.6.mat,133,134,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.6.mat,135,136,1,1,4,4,273,1,4,4,286.8703,287.1512,288.4862,288.9828,289.6492,289.7147,290.0498,290.2843,289.7147,290.3992,290.7035,289.9978
t5601ee.6.mat,137,138,1,2,6,NaN,274,2,6,NaN,291.8743,292.1428,294.1804,294.7441,295.6118,NaN,295.8449,296.1291,296.5468,296.2441,296.5503,295.9331
t5601ee.6.mat,139,140,1,2,4,NaN,275,2,4,NaN,297.7245,298.0091,298.3936,298.9077,299.6596,NaN,299.9582,300.0757,300.495,300.1908,300.4983,299.8967
t5601ee.6.mat,141,142,1,2,8,NaN,276,2,8,NaN,301.6732,301.9556,302.2569,302.7712,303.4208,NaN,303.6557,303.857,304.2744,303.9712,304.278,303.6282
t5601ee.6.mat,143,144,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.6.mat,145,146,0,1,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.6.mat,147,148,1,2,1,NaN,277,2,1,NaN,312.1561,312.4286,312.4503,312.9789,313.6123,NaN,NaN,NaN,314.997,314.6961,315.0004,NaN
t5601ee.6.mat,149,150,1,2,5,NaN,278,2,5,NaN,316.1733,316.4538,316.4729,317.0757,317.8429,NaN,318.0936,318.2946,318.712,318.4102,318.7141,318.0817
t5601ee.6.mat,151,152,1,2,7,NaN,279,2,7,NaN,319.8834,320.1567,320.226,320.7725,321.5394,NaN,321.6569,322.024,322.4426,322.1394,322.4459,321.7415
t5601ee.6.mat,153,154,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.6.mat,155,156,1,1,3,4,280,1,3,4,326.7966,327.0786,328.207,328.6992,329.5,329.5649,329.7836,330.0513,329.5649,330.1665,330.4743,329.7522
t5601ee.6.mat,157,158,0,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.6.mat,159,160,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.7.mat,1,2,0,1,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.7.mat,3,4,1,2,5,NaN,281,2,5,NaN,13.8977,14.1715,14.6826,15.2289,15.8796,NaN,16.2135,16.4813,17.7159,17.4131,17.7193,16.1699
t5601ee.7.mat,5,6,1,2,6,NaN,282,2,6,NaN,18.8935,19.1771,19.1967,19.7084,20.4919,NaN,20.593,20.8606,21.2764,20.9768,21.2798,20.5404
t5601ee.7.mat,7,8,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.7.mat,9,10,1,2,7,NaN,283,2,7,NaN,25.8529,26.1228,26.3778,26.9693,27.8035,NaN,27.8706,28.2214,28.6392,28.3366,28.6426,27.9233
t5601ee.7.mat,11,12,1,1,7,3,284,1,7,3,29.8173,30.0985,30.1523,30.7336,31.3999,31.5327,31.718,32.1343,31.5327,32.25,32.5567,31.6886
t5601ee.7.mat,13,14,1,2,2,NaN,285,2,2,NaN,33.7307,34.0114,34.0467,34.5463,35.3131,NaN,35.4812,35.8322,36.2503,35.9471,36.2538,35.5383
t5601ee.7.mat,15,16,1,2,3,NaN,286,2,3,NaN,37.4273,37.6853,37.7046,38.2099,38.8946,NaN,39.2289,39.3818,39.7978,39.4938,39.8011,39.1929
t5601ee.7.mat,17,18,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.7.mat,19,20,1,2,4,NaN,287,2,4,NaN,44.3664,44.6389,44.8574,45.3712,46.1388,NaN,46.3557,46.5566,46.9744,46.6719,46.9781,46.3312
t5601ee.7.mat,21,22,1,1,3,7,288,1,3,7,48.1529,48.4415,48.6041,49.1843,49.8512,50.0001,50.0265,50.6049,50.0001,50.7183,51.0253,50.0883
t5601ee.7.mat,23,24,1,2,7,NaN,289,2,7,NaN,52.1976,52.4797,52.5178,53.0144,53.8155,NaN,53.949,54.2843,54.7024,54.3991,54.7058,53.9414
t5601ee.7.mat,25,26,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.7.mat,27,28,1,2,3,NaN,290,2,3,NaN,58.7215,58.9891,59.3119,59.8435,60.6099,NaN,60.8766,61.0444,61.4633,61.1596,61.467,60.8415
t5601ee.7.mat,29,30,1,2,8,NaN,291,2,8,NaN,62.641,62.916,63.1595,63.691,64.4071,NaN,64.6571,64.8586,65.2766,64.9733,65.2803,64.62
t5601ee.7.mat,31,32,1,1,2,2,292,1,2,2,66.4563,66.7449,66.7647,67.2696,68.0372,68.1015,68.1176,68.5415,68.1015,68.6532,68.9607,68.3486
t5601ee.7.mat,33,34,1,2,6,NaN,293,2,6,NaN,70.1354,70.4115,70.446,70.9496,71.7174,NaN,72.018,72.2193,72.639,72.3341,72.6422,71.9916
t5601ee.7.mat,35,36,1,2,5,NaN,294,2,5,NaN,73.8181,74.0997,74.4167,74.9966,75.7799,NaN,76.0818,76.2495,76.6688,76.365,76.672,76.0526
t5601ee.7.mat,37,38,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.7.mat,39,40,1,2,7,NaN,295,2,7,NaN,82.0083,82.2902,82.6265,83.1229,83.7746,NaN,84.125,84.308,84.7268,84.4236,84.7302,84.1009
t5601ee.7.mat,41,42,1,1,6,7,296,1,6,7,85.9068,86.1724,86.2216,86.8035,87.4215,87.486,87.789,87.9889,87.486,88.2205,88.5263,87.7665
t5601ee.7.mat,43,44,1,2,4,NaN,297,2,4,NaN,89.7011,89.9702,90.005,90.4836,91.234,NaN,91.3352,91.6372,92.0569,91.7531,92.0602,91.4456
t5601ee.7.mat,45,46,1,2,5,NaN,298,2,5,NaN,93.2337,93.5109,93.7342,94.2805,95.0157,NaN,95.3488,95.4995,96.917,96.6139,96.9204,95.2895
t5601ee.7.mat,47,48,1,2,6,NaN,299,2,6,NaN,98.0961,98.378,98.6005,99.1278,99.777,NaN,100.0113,100.3634,100.7804,100.4768,100.7837,99.9918
t5601ee.7.mat,49,50,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.7.mat,51,52,1,1,8,3,300,1,8,3,105.0675,105.3436,105.6748,106.2372,106.8552,106.9873,107.1391,107.3224,106.9873,107.7218,108.0291,107.1082
t5601ee.8.mat,1,2,1,2,8,NaN,301,2,8,NaN,8.9554,9.2295,10.2374,10.7826,11.5329,NaN,11.8673,12.0516,12.47,12.1666,12.4733,11.8406
t5601ee.8.mat,3,4,1,2,1,NaN,302,2,1,NaN,13.6472,13.9193,13.9995,14.4963,15.1302,NaN,15.5981,15.649,16.1499,15.8473,16.1532,15.5103
t5601ee.8.mat,5,6,1,2,2,NaN,303,2,2,NaN,17.3268,17.5898,17.609,18.1434,18.8444,NaN,19.1117,19.3122,19.7286,19.4273,19.7312,19.0874
t5601ee.8.mat,7,8,1,2,5,NaN,304,2,5,NaN,20.9018,21.1697,21.2038,21.7072,22.4579,NaN,22.6087,22.8921,23.3111,23.0078,23.3147,22.6482
t5601ee.8.mat,9,10,1,1,4,3,305,1,4,3,24.4903,24.7726,24.792,25.2877,26.0379,26.1865,26.2385,26.3899,26.1865,26.758,27.0662,26.1867
t5601ee.8.mat,11,12,1,2,4,NaN,306,2,4,NaN,28.2419,28.5175,28.8881,29.4004,30.1845,NaN,30.5516,30.6863,31.1047,30.8008,31.1083,30.4884
t5601ee.8.mat,13,14,1,2,1,NaN,307,2,1,NaN,32.282,32.566,33.1847,33.7317,34.5147,NaN,34.6157,34.7998,35.218,34.9149,35.2218,34.5717
t5601ee.8.mat,15,16,1,2,6,NaN,308,2,6,NaN,36.3961,36.6865,36.9476,37.4778,38.2113,NaN,38.6455,38.8128,39.465,39.1618,39.4675,38.6048
t5601ee.8.mat,17,18,1,2,2,NaN,309,2,2,NaN,40.6349,40.9121,41.2109,41.7409,42.4414,NaN,42.4916,42.8771,43.2954,42.9909,43.299,42.5919
t5601ee.8.mat,19,20,0,1,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.8.mat,21,22,1,2,7,NaN,310,2,7,NaN,47.3657,47.6394,47.7383,48.3199,48.9355,NaN,49.1699,49.4211,49.8356,49.5365,49.839,49.1909
t5601ee.8.mat,23,24,1,2,3,NaN,311,2,3,NaN,51.0136,51.2943,51.8034,52.3501,53.0488,NaN,53.4003,53.5681,53.9869,53.6831,53.9905,53.3491
t5601ee.8.mat,25,26,1,2,8,NaN,312,2,8,NaN,55.1638,55.4459,55.8986,56.4456,57.0795,NaN,57.2967,57.5306,57.9496,57.6461,57.953,57.2596
t5601ee.8.mat,27,28,1,2,6,NaN,313,2,6,NaN,59.1285,59.4129,59.5789,60.1767,60.9924,NaN,61.3271,61.4616,62.0135,61.7095,62.0171,61.2687
t5601ee.8.mat,29,30,1,1,5,7,314,1,5,7,63.1938,63.4481,63.4654,64.0562,64.7223,64.8049,65.0907,65.2918,64.8049,65.4073,65.7143,65.0752
t5601ee.8.mat,31,32,1,2,7,NaN,315,2,7,NaN,66.8876,67.1631,67.3392,67.9034,68.7197,NaN,68.9704,69.121,69.5395,69.2361,69.5429,68.9284
t5601ee.8.mat,33,34,1,2,3,NaN,316,2,3,NaN,70.7172,70.9986,71.0177,71.5494,72.2172,NaN,72.5182,72.7021,73.1204,72.8171,73.1238,72.4974
t5601ee.8.mat,35,36,1,2,4,NaN,317,2,4,NaN,74.2989,74.5713,74.5903,75.0965,75.7638,NaN,76.1652,76.3005,76.7176,76.4137,76.7204,76.1145
t5601ee.8.mat,37,38,1,2,1,NaN,318,2,1,NaN,77.8878,78.1736,78.1928,78.6941,79.5106,NaN,NaN,NaN,80.2314,79.9276,80.2348,NaN
t5601ee.8.mat,39,40,1,1,2,4,319,1,2,4,81.4101,81.6938,81.7129,82.2404,82.9078,82.9899,83.2088,83.4608,82.9899,83.5752,83.8832,83.1634
t5601ee.8.mat,41,42,1,2,2,NaN,320,2,2,NaN,85.0586,85.3306,85.6409,86.204,86.9044,NaN,87.0726,87.3561,87.7752,87.4715,87.7784,87.129
t5601ee.8.mat,43,44,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.8.mat,45,46,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,1,2,1,1,4,8,321,1,4,8,20.1914,20.4812,21.4521,21.9652,22.617,22.6443,22.8835,23.2003,22.6443,23.3158,23.6216,22.9272
t5601ee.9.mat,3,4,1,2,5,NaN,322,2,5,NaN,24.7948,25.057,25.0944,25.5793,26.3463,NaN,26.5473,26.7805,27.2005,26.8969,27.2037,26.4883
t5601ee.9.mat,5,6,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,7,8,1,2,8,NaN,323,2,8,NaN,31.2226,31.5055,32.0769,32.6576,33.4744,NaN,33.5244,33.8768,34.2937,33.9904,34.2971,33.5926
t5601ee.9.mat,9,10,1,2,6,NaN,324,2,6,NaN,35.472,35.7494,35.7656,36.3201,36.9882,NaN,37.3884,37.5727,37.9924,37.6885,37.9956,37.3631
t5601ee.9.mat,11,12,1,1,3,2,325,1,3,2,39.1709,39.452,39.4709,40.0007,40.8175,40.9338,40.9696,41.4209,40.9338,41.5343,41.8419,41.1027
t5601ee.9.mat,13,14,0,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,15,16,1,2,3,NaN,326,2,3,NaN,45.6287,45.9001,45.9212,46.4951,47.1788,NaN,47.4465,47.6474,48.0654,47.7625,48.0688,47.4201
t5601ee.9.mat,17,18,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,19,20,1,2,2,NaN,327,2,2,NaN,52.3578,52.6296,52.9096,53.4733,54.0903,NaN,54.3401,54.5922,55.0109,54.707,55.0142,54.3403
t5601ee.9.mat,21,22,1,1,8,1,328,1,8,1,56.1894,56.4719,56.4908,57.0367,57.9867,58.1026,58.1083,58.4219,58.1026,59.8699,60.1764,58.0617
t5601ee.9.mat,23,24,1,2,7,NaN,329,2,7,NaN,61.3501,61.6108,61.6244,62.1662,62.8998,NaN,63.2508,63.4881,64.1363,63.8326,64.1397,63.2342
t5601ee.9.mat,25,26,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,27,28,1,2,8,NaN,330,2,8,NaN,67.9096,68.1861,68.2062,68.7609,69.5778,NaN,69.6074,70.1471,70.5653,70.2617,70.5685,69.8439
t5601ee.9.mat,29,30,1,2,6,NaN,331,2,6,NaN,71.7425,72.0178,72.0366,72.5744,73.375,NaN,73.4924,73.8982,74.312,74.0079,74.3152,73.4984
t5601ee.9.mat,31,32,1,1,5,3,332,1,5,3,75.491,75.7763,76.3242,76.838,77.5042,77.5302,77.839,78.0903,77.5302,78.2044,78.5119,77.831
t5601ee.9.mat,33,34,1,2,3,NaN,333,2,3,NaN,79.6874,79.9731,79.9926,80.5505,81.3182,NaN,81.6223,81.8025,82.2218,81.9176,82.2251,81.5925
t5601ee.9.mat,35,36,0,2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,37,38,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,39,40,1,2,2,NaN,334,2,2,NaN,96.3366,96.6055,97.1904,97.6867,98.5227,NaN,98.5727,99.1894,99.6067,99.3042,99.6101,98.8227
t5601ee.9.mat,41,42,1,1,6,4,335,1,6,4,100.7849,101.053,101.0921,101.5833,102.2504,102.4163,102.5541,102.9017,102.4163,103.017,103.3235,102.5713
t5601ee.9.mat,43,44,1,2,4,NaN,336,2,4,NaN,104.4972,104.7807,105.4832,106.0304,106.8485,NaN,107.1663,107.3323,107.7492,107.4468,107.7526,107.1364
t5601ee.9.mat,45,46,1,2,8,NaN,337,2,8,NaN,108.9261,109.1983,109.5962,110.1605,110.9936,NaN,110.998,111.3947,111.8129,111.5103,111.8163,111.0645
t5601ee.9.mat,47,48,1,2,1,NaN,338,2,1,NaN,112.9887,113.274,113.293,113.8231,114.5237,NaN,114.958,115.1597,116.9428,116.6396,116.946,114.8811
t5601ee.9.mat,49,50,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,51,52,1,1,7,6,339,1,7,6,121.0365,121.3223,121.3664,121.8668,122.4838,122.5324,122.7516,123.0679,122.5324,123.1837,123.4909,122.8108
t5601ee.9.mat,53,54,1,2,4,NaN,340,2,4,NaN,124.6654,124.9358,125.0006,125.5138,126.2639,NaN,126.5821,126.782,127.2006,126.8974,127.2041,126.5428
t5601ee.9.mat,55,56,1,2,6,NaN,341,2,6,NaN,128.3788,128.6618,129.2301,129.7943,130.5772,NaN,130.7781,131.0645,131.4811,131.1774,131.4848,130.8693
t5601ee.9.mat,57,58,1,2,3,NaN,342,2,3,NaN,132.6582,132.9296,132.9494,133.4742,134.2584,NaN,134.5249,134.7431,135.1619,134.8578,135.1651,134.5242
t5601ee.9.mat,59,60,1,2,2,NaN,343,2,2,NaN,136.3401,136.6231,137.6068,138.1038,138.8868,NaN,138.9712,139.3225,139.7412,139.4374,139.7447,138.9968
t5601ee.9.mat,61,62,1,1,1,4,344,1,1,4,140.9201,141.2037,141.2392,141.7339,142.5174,142.6351,143.0851,143.3033,142.6351,143.4172,143.7237,142.8439
t5601ee.9.mat,63,64,1,2,7,NaN,345,2,7,NaN,144.8988,145.174,145.5676,146.0634,146.7311,NaN,147.0989,147.283,148.6328,148.3301,148.6362,147.0844
t5601ee.9.mat,65,66,1,2,6,NaN,346,2,6,NaN,149.8102,150.081,150.1006,150.6429,151.4096,NaN,151.6954,151.9118,153.1624,152.8596,153.166,151.6759
t5601ee.9.mat,67,68,1,2,4,NaN,347,2,4,NaN,154.3411,154.6182,154.7091,155.2388,156.0577,NaN,156.1068,156.3747,156.793,156.4897,156.7962,156.0578
t5601ee.9.mat,69,70,1,2,5,NaN,348,2,5,NaN,157.9708,158.2409,158.623,159.1865,159.9861,NaN,160.0028,160.5052,160.9229,160.6195,160.9261,159.8505
t5601ee.9.mat,71,72,1,1,7,6,349,1,7,6,162.1011,162.3699,162.8198,163.3672,164.0164,164.0421,164.2173,164.5852,164.0421,164.6996,165.0063,164.3012
t5601ee.9.mat,73,74,1,2,8,NaN,350,2,8,NaN,166.18,166.4634,166.799,167.3798,168.0469,NaN,168.2309,168.5529,168.9663,168.6669,168.9698,168.3248
t5601ee.9.mat,75,76,1,2,1,NaN,351,2,1,NaN,170.1446,170.4069,170.4251,171.0099,171.6434,NaN,171.8605,172.1453,172.5631,172.2609,172.5665,171.7709
t5601ee.9.mat,77,78,1,2,3,NaN,352,2,3,NaN,173.741,174.0237,174.0612,174.6063,175.357,NaN,175.5753,175.7597,176.1773,175.8735,176.181,175.5353
t5601ee.9.mat,79,80,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,81,82,1,1,3,4,353,1,3,4,181.119,181.3944,181.8865,182.3829,183.1183,183.2825,183.3348,183.7858,183.2825,183.901,184.2083,183.3969
t5601ee.9.mat,83,84,1,2,7,NaN,354,2,7,NaN,185.3845,185.6686,186.1337,186.7134,187.4636,NaN,187.6653,187.949,188.3617,188.0635,188.365,187.6984
t5601ee.9.mat,85,86,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,87,88,0,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,89,90,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,91,92,1,1,4,3,355,1,4,3,218.6136,218.8989,221.5386,222.0508,222.7031,222.7315,222.7695,223.2359,222.7315,223.3513,223.6537,222.9718
t5601ee.9.mat,93,94,1,2,7,NaN,356,2,7,NaN,224.8278,225.1137,225.1329,225.6329,226.3652,NaN,226.5492,226.8334,227.2525,226.9488,227.256,226.5549
t5601ee.9.mat,95,96,1,2,4,NaN,357,2,4,NaN,228.4277,228.7073,228.7266,229.2792,229.962,NaN,230.1464,230.4136,230.8327,230.5296,230.8362,230.1422
t5601ee.9.mat,97,98,1,2,3,NaN,358,2,3,NaN,232.0101,232.2765,232.2961,232.8257,233.56,NaN,233.8932,234.0941,234.5125,234.2092,234.5158,233.8497
t5601ee.9.mat,99,100,1,2,2,NaN,359,2,2,NaN,235.6904,235.957,236.6253,237.1882,237.8887,NaN,237.892,238.4079,238.8256,238.5225,238.8292,238.0822
t5601ee.9.mat,101,102,0,1,8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,103,104,1,2,1,NaN,360,2,1,NaN,242.8715,243.1472,243.3574,243.8675,244.5174,NaN,244.8849,245.0041,245.4853,245.1835,245.4885,244.8125
t5601ee.9.mat,105,106,1,2,8,NaN,361,2,8,NaN,246.6595,246.936,246.9745,247.4809,248.1804,NaN,248.3649,248.6155,249.1349,248.8306,249.1383,248.3459
t5601ee.9.mat,107,108,1,2,7,NaN,362,2,7,NaN,250.3118,250.5992,250.6183,251.1936,251.8774,NaN,252.1456,252.4958,252.9143,252.6115,252.918,252.1376
t5601ee.9.mat,109,110,1,2,1,NaN,363,2,1,NaN,254.0923,254.3736,254.9938,255.4905,256.1572,NaN,256.3087,256.4926,257.0113,256.7073,257.0148,256.2345
t5601ee.9.mat,111,112,1,1,5,8,364,1,5,8,258.1899,258.4674,258.4853,259.0537,259.8877,259.9139,260.0391,260.8897,259.9139,261.0045,261.3114,260.1637
t5601ee.9.mat,113,114,1,2,2,NaN,365,2,2,NaN,262.4861,262.7475,263.1529,263.6835,264.4003,NaN,264.501,264.9037,265.3229,265.0186,265.3259,264.5055
t5601ee.9.mat,115,116,1,2,4,NaN,366,2,4,NaN,266.5014,266.7829,266.8019,267.3474,268.0303,NaN,268.4485,268.6326,269.0508,268.7476,269.0541,268.3424
t5601ee.9.mat,117,118,1,2,5,NaN,367,2,5,NaN,270.2301,270.5163,270.964,271.4766,272.2776,NaN,272.4619,272.679,273.8631,273.56,273.8666,272.4296
t5601ee.9.mat,119,120,1,2,6,NaN,368,2,6,NaN,275.042,275.3254,275.5609,276.107,276.8078,NaN,276.8908,277.1745,277.5938,277.2905,277.5973,276.9
t5601ee.9.mat,121,122,0,1,2,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,123,124,1,2,3,NaN,369,2,3,NaN,282.0837,282.3435,282.3695,282.8685,283.5017,NaN,283.8352,284.036,284.455,284.1518,284.4586,283.7785
t5601ee.9.mat,125,126,0,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,127,128,0,2,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,129,130,0,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,131,132,1,1,1,6,370,1,1,6,295.1034,295.386,295.4073,295.9569,296.7253,296.7742,297.8243,298.0922,296.7742,300.3384,300.6455,297.8219
t5601ee.9.mat,133,134,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,135,136,0,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,137,138,1,2,8,NaN,371,2,8,NaN,307.7152,308.0022,308.5322,309.0791,309.7463,NaN,310.0477,310.3154,310.8514,310.5474,310.8546,310.0311
t5601ee.9.mat,139,140,1,2,7,NaN,372,2,7,NaN,312.0289,312.3137,312.3333,312.86,313.61,NaN,313.9449,314.1472,314.5639,314.26,314.5675,313.922
t5601ee.9.mat,141,142,1,1,6,8,373,1,6,8,315.7404,316.012,316.0312,316.5731,317.4072,317.4346,317.5912,318.1417,317.4346,318.34,318.6478,317.5721
t5601ee.9.mat,143,144,0,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,145,146,1,2,3,NaN,374,2,3,NaN,322.7824,323.0553,323.4548,323.9518,324.7341,NaN,324.8021,325.2196,325.6381,325.3341,325.6413,324.8508
t5601ee.9.mat,147,148,0,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
t5601ee.9.mat,149,150,1,2,7,NaN,375,2,7,NaN,329.726,329.9976,330.9148,331.4778,332.1285,NaN,332.5121,332.7464,333.1644,332.8614,333.1678,332.4738
t5601ee.9.mat,151,152,1,1,8,7,376,1,8,7,334.3431,334.6163,334.9443,335.5076,336.2745,336.3735,336.5255,336.9762,336.3735,337.0913,337.3956,336.4926
