EDFile,plxMergeEDFiles,KiloMergedEDFiles,ED_trial,Video_trial,Success
t5601ee.1,,t5601ee.1,88,NaN,0
t5601ee.2,,t5601ee.2,1,88,1
t5601ee.2,,t5601ee.2,2,89,1
t5601ee.2,,t5601ee.2,3,90,0
t5601ee.2,,t5601ee.2,4,91,0
t5601ee.2,,t5601ee.2,5,92,1
t5601ee.2,,t5601ee.2,6,93,1
t5601ee.2,,t5601ee.2,7,94,1
t5601ee.2,,t5601ee.2,8,95,1
t5601ee.2,,t5601ee.2,9,96,1
t5601ee.2,,t5601ee.2,10,97,1
t5601ee.2,,t5601ee.2,11,98,1
t5601ee.2,,t5601ee.2,12,99,1
t5601ee.2,,t5601ee.2,13,100,0
t5601ee.2,,t5601ee.2,14,101,1
t5601ee.2,,t5601ee.2,15,102,1
t5601ee.2,,t5601ee.2,16,103,1
t5601ee.2,,t5601ee.2,17,104,1
t5601ee.2,,t5601ee.2,18,105,1
t5601ee.2,,t5601ee.2,19,106,1
t5601ee.2,,t5601ee.2,20,107,1
t5601ee.2,,t5601ee.2,21,108,1
t5601ee.2,,t5601ee.2,22,109,1
t5601ee.2,,t5601ee.2,23,110,1
t5601ee.2,,t5601ee.2,24,111,1
t5601ee.3,,t5601ee.3,1,112,1
t5601ee.3,,t5601ee.3,2,113,1
t5601ee.3,,t5601ee.3,3,114,1
t5601ee.3,,t5601ee.3,4,115,0
t5601ee.3,,t5601ee.3,5,116,1
t5601ee.3,,t5601ee.3,6,117,0
t5601ee.3,,t5601ee.3,7,118,1
t5601ee.3,,t5601ee.3,8,119,1
t5601ee.3,,t5601ee.3,9,120,0
t5601ee.3,,t5601ee.3,10,121,0
t5601ee.3,,t5601ee.3,11,122,1
t5601ee.3,,t5601ee.3,12,123,1
t5601ee.3,,t5601ee.3,13,124,1
t5601ee.3,,t5601ee.3,14,125,1
t5601ee.3,,t5601ee.3,15,126,0
t5601ee.3,,t5601ee.3,16,127,1
t5601ee.3,,t5601ee.3,17,128,1
t5601ee.3,,t5601ee.3,18,129,1
t5601ee.3,,t5601ee.3,19,130,1
t5601ee.3,,t5601ee.3,20,131,1
t5601ee.3,,t5601ee.3,21,132,1
t5601ee.3,,t5601ee.3,22,133,0
t5601ee.3,,t5601ee.3,23,134,1
t5601ee.3,,t5601ee.3,24,135,0
t5601ee.3,,t5601ee.3,25,136,1
t5601ee.3,,t5601ee.3,26,137,0
t5601ee.3,,t5601ee.3,27,138,1
t5601ee.3,,t5601ee.3,28,139,0
t5601ee.3,,t5601ee.3,29,NaN,0
t5601ee.4,,t5601ee.4,1,140,1
t5601ee.4,,t5601ee.4,2,141,0
t5601ee.4,,t5601ee.4,3,142,1
t5601ee.4,,t5601ee.4,4,143,1
t5601ee.4,,t5601ee.4,5,144,1
t5601ee.4,,t5601ee.4,6,145,1
t5601ee.4,,t5601ee.4,7,146,1
t5601ee.4,,t5601ee.4,8,147,1
t5601ee.4,,t5601ee.4,9,148,1
t5601ee.4,,t5601ee.4,10,149,1
t5601ee.4,,t5601ee.4,11,150,0
t5601ee.4,,t5601ee.4,12,151,1
t5601ee.4,,t5601ee.4,13,152,1
t5601ee.4,,t5601ee.4,14,153,0
t5601ee.4,,t5601ee.4,15,154,0
t5601ee.4,,t5601ee.4,16,155,1
t5601ee.4,,t5601ee.4,17,156,1
t5601ee.4,,t5601ee.4,18,157,0
t5601ee.4,,t5601ee.4,19,158,1
t5601ee.4,,t5601ee.4,20,159,1
t5601ee.4,,t5601ee.4,21,160,1
t5601ee.4,,t5601ee.4,22,161,0
t5601ee.4,,t5601ee.4,23,162,1
t5601ee.4,,t5601ee.4,24,163,1
t5601ee.4,,t5601ee.4,25,164,0
t5601ee.4,,t5601ee.4,26,165,0
t5601ee.4,,t5601ee.4,27,166,0
t5601ee.4,,t5601ee.4,28,167,1
t5601ee.4,,t5601ee.4,29,168,1
t5601ee.4,,t5601ee.4,30,169,1
t5601ee.4,,t5601ee.4,31,170,1
t5601ee.4,,t5601ee.4,32,171,1
t5601ee.4,,t5601ee.4,33,172,1
t5601ee.4,,t5601ee.4,34,173,0
t5601ee.4,,t5601ee.4,35,174,1
t5601ee.4,,t5601ee.4,36,175,1
t5601ee.4,,t5601ee.4,37,176,0
t5601ee.4,,t5601ee.4,38,177,0
t5601ee.4,,t5601ee.4,39,178,0
t5601ee.4,,t5601ee.4,40,179,0
t5601ee.4,,t5601ee.4,41,180,1
t5601ee.4,,t5601ee.4,42,181,1
t5601ee.4,,t5601ee.4,43,182,1
t5601ee.4,,t5601ee.4,44,183,1
t5601ee.4,,t5601ee.4,45,184,1
t5601ee.4,,t5601ee.4,46,185,1
t5601ee.4,,t5601ee.4,47,186,1
t5601ee.4,,t5601ee.4,48,187,0
t5601ee.4,,t5601ee.4,49,188,1
t5601ee.4,,t5601ee.4,50,189,0
t5601ee.4,,t5601ee.4,51,190,1
t5601ee.4,,t5601ee.4,52,191,0
t5601ee.4,,t5601ee.4,53,192,0
t5601ee.4,,t5601ee.4,54,193,0
t5601ee.4,,t5601ee.4,55,194,1
t5601ee.4,,t5601ee.4,56,195,1
t5601ee.4,,t5601ee.4,57,196,0
t5601ee.4,,t5601ee.4,58,197,1
t5601ee.4,,t5601ee.4,59,198,0
t5601ee.4,,t5601ee.4,60,199,0
t5601ee.4,,t5601ee.4,61,200,1
t5601ee.4,,t5601ee.4,62,201,0
t5601ee.4,,t5601ee.4,63,202,0
t5601ee.4,,t5601ee.4,64,203,0
t5601ee.4,,t5601ee.4,65,204,1
t5601ee.4,,t5601ee.4,66,205,1
t5601ee.4,,t5601ee.4,67,206,1
t5601ee.4,,t5601ee.4,68,207,1
t5601ee.4,,t5601ee.4,69,208,1
t5601ee.4,,t5601ee.4,70,209,1
t5601ee.4,,t5601ee.4,71,210,1
t5601ee.4,,t5601ee.4,72,211,0
t5601ee.4,,t5601ee.4,73,212,1
t5601ee.4,,t5601ee.4,74,213,0
t5601ee.4,,t5601ee.4,75,214,0
t5601ee.4,,t5601ee.4,76,215,1
t5601ee.4,,t5601ee.4,77,216,0
t5601ee.4,,t5601ee.4,78,217,0
t5601ee.4,,t5601ee.4,79,218,1
t5601ee.4,,t5601ee.4,80,219,1
t5601ee.4,,t5601ee.4,81,220,0
t5601ee.4,,t5601ee.4,82,221,0
t5601ee.4,,t5601ee.4,83,222,0
t5601ee.4,,t5601ee.4,84,223,1
t5601ee.4,,t5601ee.4,85,224,1
t5601ee.4,,t5601ee.4,86,225,1
t5601ee.4,,t5601ee.4,87,226,1
t5601ee.4,,t5601ee.4,88,227,0
t5601ee.4,,t5601ee.4,89,228,1
t5601ee.4,,t5601ee.4,90,229,1
t5601ee.4,,t5601ee.4,91,230,1
t5601ee.4,,t5601ee.4,92,231,0
t5601ee.4,,t5601ee.4,93,232,0
t5601ee.4,,t5601ee.4,94,233,0
t5601ee.4,,t5601ee.4,95,234,1
t5601ee.4,,t5601ee.4,96,235,1
t5601ee.4,,t5601ee.4,97,236,0
t5601ee.4,,t5601ee.4,98,237,0
t5601ee.4,,t5601ee.4,99,238,1
t5601ee.4,,t5601ee.4,100,239,0
t5601ee.4,,t5601ee.4,101,NaN,0
t5601ee.5,,t5601ee.5,1,240,1
t5601ee.5,,t5601ee.5,2,241,1
t5601ee.5,,t5601ee.5,3,242,0
t5601ee.5,,t5601ee.5,4,243,1
t5601ee.5,,t5601ee.5,5,244,1
t5601ee.5,,t5601ee.5,6,245,1
t5601ee.5,,t5601ee.5,7,246,1
t5601ee.5,,t5601ee.5,8,247,1
t5601ee.5,,t5601ee.5,9,248,1
t5601ee.5,,t5601ee.5,10,249,1
t5601ee.5,,t5601ee.5,11,250,1
t5601ee.5,,t5601ee.5,12,251,1
t5601ee.5,,t5601ee.5,13,252,1
t5601ee.5,,t5601ee.5,14,253,0
t5601ee.5,,t5601ee.5,15,254,1
t5601ee.5,,t5601ee.5,16,255,1
t5601ee.5,,t5601ee.5,17,256,1
t5601ee.5,,t5601ee.5,18,257,1
t5601ee.5,,t5601ee.5,19,258,1
t5601ee.5,,t5601ee.5,20,259,1
t5601ee.5,,t5601ee.5,21,260,1
t5601ee.5,,t5601ee.5,22,261,0
t5601ee.5,,t5601ee.5,23,262,1
t5601ee.5,,t5601ee.5,24,263,1
t5601ee.5,,t5601ee.5,25,264,1
t5601ee.5,,t5601ee.5,26,265,1
t5601ee.5,,t5601ee.5,27,266,0
t5601ee.5,,t5601ee.5,28,267,1
t5601ee.5,,t5601ee.5,29,268,0
t5601ee.5,,t5601ee.5,30,269,0
t5601ee.5,,t5601ee.5,31,270,0
t5601ee.5,,t5601ee.5,32,271,1
t5601ee.5,,t5601ee.5,33,272,1
t5601ee.5,,t5601ee.5,34,273,1
t5601ee.5,,t5601ee.5,35,274,1
t5601ee.5,,t5601ee.5,36,275,1
t5601ee.5,,t5601ee.5,37,276,1
t5601ee.5,,t5601ee.5,38,277,1
t5601ee.5,,t5601ee.5,39,278,1
t5601ee.5,,t5601ee.5,40,279,0
t5601ee.5,,t5601ee.5,41,280,1
t5601ee.5,,t5601ee.5,42,281,1
t5601ee.5,,t5601ee.5,43,282,1
t5601ee.5,,t5601ee.5,44,283,1
t5601ee.5,,t5601ee.5,45,284,1
t5601ee.5,,t5601ee.5,46,285,1
t5601ee.5,,t5601ee.5,47,286,0
t5601ee.5,,t5601ee.5,48,287,1
t5601ee.5,,t5601ee.5,49,288,1
t5601ee.5,,t5601ee.5,50,289,1
t5601ee.5,,t5601ee.5,51,290,1
t5601ee.5,,t5601ee.5,52,291,0
t5601ee.5,,t5601ee.5,53,292,1
t5601ee.5,,t5601ee.5,54,293,1
t5601ee.5,,t5601ee.5,55,294,1
t5601ee.5,,t5601ee.5,56,295,0
t5601ee.5,,t5601ee.5,57,296,1
t5601ee.5,,t5601ee.5,58,297,1
t5601ee.5,,t5601ee.5,59,298,0
t5601ee.5,,t5601ee.5,60,299,1
t5601ee.5,,t5601ee.5,61,300,1
t5601ee.5,,t5601ee.5,62,301,1
t5601ee.5,,t5601ee.5,63,302,1
t5601ee.5,,t5601ee.5,64,303,1
t5601ee.5,,t5601ee.5,65,304,0
t5601ee.5,,t5601ee.5,66,305,1
t5601ee.5,,t5601ee.5,67,306,1
t5601ee.5,,t5601ee.5,68,307,1
t5601ee.5,,t5601ee.5,69,308,1
t5601ee.5,,t5601ee.5,70,309,1
t5601ee.5,,t5601ee.5,71,310,1
t5601ee.5,,t5601ee.5,72,311,1
t5601ee.5,,t5601ee.5,73,312,1
t5601ee.5,,t5601ee.5,74,313,0
t5601ee.5,,t5601ee.5,75,NaN,0
t5601ee.6,,t5601ee.6,1,314,1
t5601ee.6,,t5601ee.6,2,315,1
t5601ee.6,,t5601ee.6,3,316,0
t5601ee.6,,t5601ee.6,4,317,1
t5601ee.6,,t5601ee.6,5,318,1
t5601ee.6,,t5601ee.6,6,319,0
t5601ee.6,,t5601ee.6,7,320,1
t5601ee.6,,t5601ee.6,8,321,1
t5601ee.6,,t5601ee.6,9,322,0
t5601ee.6,,t5601ee.6,10,323,1
t5601ee.6,,t5601ee.6,11,324,1
t5601ee.6,,t5601ee.6,12,325,0
t5601ee.6,,t5601ee.6,13,326,1
t5601ee.6,,t5601ee.6,14,327,1
t5601ee.6,,t5601ee.6,15,328,1
t5601ee.6,,t5601ee.6,16,329,1
t5601ee.6,,t5601ee.6,17,330,1
t5601ee.6,,t5601ee.6,18,331,1
t5601ee.6,,t5601ee.6,19,332,1
t5601ee.6,,t5601ee.6,20,333,1
t5601ee.6,,t5601ee.6,21,334,1
t5601ee.6,,t5601ee.6,22,335,0
t5601ee.6,,t5601ee.6,23,336,1
t5601ee.6,,t5601ee.6,24,337,1
t5601ee.6,,t5601ee.6,25,338,1
t5601ee.6,,t5601ee.6,26,339,1
t5601ee.6,,t5601ee.6,27,340,1
t5601ee.6,,t5601ee.6,28,341,1
t5601ee.6,,t5601ee.6,29,342,1
t5601ee.6,,t5601ee.6,30,343,1
t5601ee.6,,t5601ee.6,31,344,0
t5601ee.6,,t5601ee.6,32,345,1
t5601ee.6,,t5601ee.6,33,346,0
t5601ee.6,,t5601ee.6,34,347,0
t5601ee.6,,t5601ee.6,35,348,1
t5601ee.6,,t5601ee.6,36,349,1
t5601ee.6,,t5601ee.6,37,350,1
t5601ee.6,,t5601ee.6,38,351,0
t5601ee.6,,t5601ee.6,39,352,1
t5601ee.6,,t5601ee.6,40,353,0
t5601ee.6,,t5601ee.6,41,354,1
t5601ee.6,,t5601ee.6,42,355,1
t5601ee.6,,t5601ee.6,43,356,1
t5601ee.6,,t5601ee.6,44,357,0
t5601ee.6,,t5601ee.6,45,358,1
t5601ee.6,,t5601ee.6,46,359,1
t5601ee.6,,t5601ee.6,47,360,1
t5601ee.6,,t5601ee.6,48,361,1
t5601ee.6,,t5601ee.6,49,362,0
t5601ee.6,,t5601ee.6,50,363,1
t5601ee.6,,t5601ee.6,51,364,1
t5601ee.6,,t5601ee.6,52,365,1
t5601ee.6,,t5601ee.6,53,366,1
t5601ee.6,,t5601ee.6,54,367,1
t5601ee.6,,t5601ee.6,55,368,1
t5601ee.6,,t5601ee.6,56,369,1
t5601ee.6,,t5601ee.6,57,370,1
t5601ee.6,,t5601ee.6,58,371,0
t5601ee.6,,t5601ee.6,59,372,1
t5601ee.6,,t5601ee.6,60,373,1
t5601ee.6,,t5601ee.6,61,374,1
t5601ee.6,,t5601ee.6,62,375,1
t5601ee.6,,t5601ee.6,63,376,1
t5601ee.6,,t5601ee.6,64,377,1
t5601ee.6,,t5601ee.6,65,378,0
t5601ee.6,,t5601ee.6,66,379,1
t5601ee.6,,t5601ee.6,67,380,0
t5601ee.6,,t5601ee.6,68,381,1
t5601ee.6,,t5601ee.6,69,382,1
t5601ee.6,,t5601ee.6,70,383,1
t5601ee.6,,t5601ee.6,71,384,1
t5601ee.6,,t5601ee.6,72,385,0
t5601ee.6,,t5601ee.6,73,386,0
t5601ee.6,,t5601ee.6,74,387,1
t5601ee.6,,t5601ee.6,75,388,1
t5601ee.6,,t5601ee.6,76,389,1
t5601ee.6,,t5601ee.6,77,390,0
t5601ee.6,,t5601ee.6,78,391,1
t5601ee.6,,t5601ee.6,79,392,0
t5601ee.6,,t5601ee.6,80,NaN,0
t5601ee.7,,t5601ee.7,1,393,0
t5601ee.7,,t5601ee.7,2,394,1
t5601ee.7,,t5601ee.7,3,395,1
t5601ee.7,,t5601ee.7,4,396,0
t5601ee.7,,t5601ee.7,5,397,1
t5601ee.7,,t5601ee.7,6,398,1
t5601ee.7,,t5601ee.7,7,399,1
t5601ee.7,,t5601ee.7,8,400,1
t5601ee.7,,t5601ee.7,9,401,0
t5601ee.7,,t5601ee.7,10,402,1
t5601ee.7,,t5601ee.7,11,403,1
t5601ee.7,,t5601ee.7,12,404,1
t5601ee.7,,t5601ee.7,13,405,0
t5601ee.7,,t5601ee.7,14,406,1
t5601ee.7,,t5601ee.7,15,407,1
t5601ee.7,,t5601ee.7,16,408,1
t5601ee.7,,t5601ee.7,17,409,1
t5601ee.7,,t5601ee.7,18,410,1
t5601ee.7,,t5601ee.7,19,411,0
t5601ee.7,,t5601ee.7,20,412,1
t5601ee.7,,t5601ee.7,21,413,1
t5601ee.7,,t5601ee.7,22,414,1
t5601ee.7,,t5601ee.7,23,415,1
t5601ee.7,,t5601ee.7,24,416,1
t5601ee.7,,t5601ee.7,25,417,0
t5601ee.7,,t5601ee.7,26,418,1
t5601ee.8,,t5601ee.8,1,419,1
t5601ee.8,,t5601ee.8,2,420,1
t5601ee.8,,t5601ee.8,3,421,1
t5601ee.8,,t5601ee.8,4,422,1
t5601ee.8,,t5601ee.8,5,423,1
t5601ee.8,,t5601ee.8,6,424,1
t5601ee.8,,t5601ee.8,7,425,1
t5601ee.8,,t5601ee.8,8,426,1
t5601ee.8,,t5601ee.8,9,427,1
t5601ee.8,,t5601ee.8,10,428,0
t5601ee.8,,t5601ee.8,11,429,1
t5601ee.8,,t5601ee.8,12,430,1
t5601ee.8,,t5601ee.8,13,431,1
t5601ee.8,,t5601ee.8,14,432,1
t5601ee.8,,t5601ee.8,15,433,1
t5601ee.8,,t5601ee.8,16,434,1
t5601ee.8,,t5601ee.8,17,435,1
t5601ee.8,,t5601ee.8,18,436,1
t5601ee.8,,t5601ee.8,19,437,1
t5601ee.8,,t5601ee.8,20,438,1
t5601ee.8,,t5601ee.8,21,439,1
t5601ee.8,,t5601ee.8,22,440,0
t5601ee.8,,t5601ee.8,23,NaN,0
t5601ee.9,,t5601ee.9,1,441,1
t5601ee.9,,t5601ee.9,2,442,1
t5601ee.9,,t5601ee.9,3,443,0
t5601ee.9,,t5601ee.9,4,444,1
t5601ee.9,,t5601ee.9,5,445,1
t5601ee.9,,t5601ee.9,6,446,1
t5601ee.9,,t5601ee.9,7,447,0
t5601ee.9,,t5601ee.9,8,448,1
t5601ee.9,,t5601ee.9,9,449,0
t5601ee.9,,t5601ee.9,10,450,1
t5601ee.9,,t5601ee.9,11,451,1
t5601ee.9,,t5601ee.9,12,452,1
t5601ee.9,,t5601ee.9,13,453,0
t5601ee.9,,t5601ee.9,14,454,1
t5601ee.9,,t5601ee.9,15,455,1
t5601ee.9,,t5601ee.9,16,456,1
t5601ee.9,,t5601ee.9,17,457,1
t5601ee.9,,t5601ee.9,18,458,0
t5601ee.9,,t5601ee.9,19,459,0
t5601ee.9,,t5601ee.9,20,460,1
t5601ee.9,,t5601ee.9,21,461,1
t5601ee.9,,t5601ee.9,22,462,1
t5601ee.9,,t5601ee.9,23,463,1
t5601ee.9,,t5601ee.9,24,464,1
t5601ee.9,,t5601ee.9,25,465,0
t5601ee.9,,t5601ee.9,26,466,1
t5601ee.9,,t5601ee.9,27,467,1
t5601ee.9,,t5601ee.9,28,468,1
t5601ee.9,,t5601ee.9,29,469,1
t5601ee.9,,t5601ee.9,30,470,1
t5601ee.9,,t5601ee.9,31,471,1
t5601ee.9,,t5601ee.9,32,472,1
t5601ee.9,,t5601ee.9,33,473,1
t5601ee.9,,t5601ee.9,34,474,1
t5601ee.9,,t5601ee.9,35,475,1
t5601ee.9,,t5601ee.9,36,476,1
t5601ee.9,,t5601ee.9,37,477,1
t5601ee.9,,t5601ee.9,38,478,1
t5601ee.9,,t5601ee.9,39,479,1
t5601ee.9,,t5601ee.9,40,480,0
t5601ee.9,,t5601ee.9,41,481,1
t5601ee.9,,t5601ee.9,42,482,1
t5601ee.9,,t5601ee.9,43,483,0
t5601ee.9,,t5601ee.9,44,484,0
t5601ee.9,,t5601ee.9,45,485,0
t5601ee.9,,t5601ee.9,46,486,1
t5601ee.9,,t5601ee.9,47,487,1
t5601ee.9,,t5601ee.9,48,488,1
t5601ee.9,,t5601ee.9,49,489,1
t5601ee.9,,t5601ee.9,50,490,1
t5601ee.9,,t5601ee.9,51,491,0
t5601ee.9,,t5601ee.9,52,492,1
t5601ee.9,,t5601ee.9,53,493,1
t5601ee.9,,t5601ee.9,54,494,1
t5601ee.9,,t5601ee.9,55,495,1
t5601ee.9,,t5601ee.9,56,496,1
t5601ee.9,,t5601ee.9,57,497,1
t5601ee.9,,t5601ee.9,58,498,1
t5601ee.9,,t5601ee.9,59,499,1
t5601ee.9,,t5601ee.9,60,500,1
t5601ee.9,,t5601ee.9,61,501,0
t5601ee.9,,t5601ee.9,62,502,1
t5601ee.9,,t5601ee.9,63,503,0
t5601ee.9,,t5601ee.9,64,504,0
t5601ee.9,,t5601ee.9,65,505,0
t5601ee.9,,t5601ee.9,66,506,1
t5601ee.9,,t5601ee.9,67,507,0
t5601ee.9,,t5601ee.9,68,508,0
t5601ee.9,,t5601ee.9,69,509,1
t5601ee.9,,t5601ee.9,70,510,1
t5601ee.9,,t5601ee.9,71,511,1
t5601ee.9,,t5601ee.9,72,512,0
t5601ee.9,,t5601ee.9,73,513,1
t5601ee.9,,t5601ee.9,74,514,0
t5601ee.9,,t5601ee.9,75,515,1
t5601ee.9,,t5601ee.9,76,516,1
t5601ee.9,,t5601ee.9,77,517,0
t5601ee.9,,t5601ee.9,78,518,0
t5601ee.9,,t5601ee.9,79,519,1
t5601ee.9,,t5601ee.9,80,520,1
t5601ee.9,,t5601ee.9,81,521,1
t5601ee.9,,t5601ee.9,82,522,0
t5601ee.9,,t5601ee.9,83,523,1
t5601ee.9,,t5601ee.9,84,524,0
t5601ee.9,,t5601ee.9,85,NaN,0
t5601ee.10,,t5601ee.10,1,525,0
t5601ee.10,,t5601ee.10,2,526,1
t5601ee.10,,t5601ee.10,3,527,1
t5601ee.10,,t5601ee.10,4,528,1
t5601ee.10,,t5601ee.10,5,529,1
t5601ee.10,,t5601ee.10,6,530,1
t5601ee.10,,t5601ee.10,7,531,1
t5601ee.10,,t5601ee.10,8,532,1
t5601ee.10,,t5601ee.10,9,533,1
t5601ee.10,,t5601ee.10,10,534,1
t5601ee.10,,t5601ee.10,11,535,1
t5601ee.10,,t5601ee.10,12,536,1
t5601ee.10,,t5601ee.10,13,537,1
t5601ee.10,,t5601ee.10,14,538,1
t5601ee.10,,t5601ee.10,15,539,1
t5601ee.10,,t5601ee.10,16,540,1
t5601ee.10,,t5601ee.10,17,541,1
t5601ee.10,,t5601ee.10,18,542,0
t5601ee.10,,t5601ee.10,19,543,1
t5601ee.10,,t5601ee.10,20,544,1
t5601ee.10,,t5601ee.10,21,545,1
t5601ee.10,,t5601ee.10,22,546,1
t5601ee.10,,t5601ee.10,23,547,1
t5601ee.10,,t5601ee.10,24,548,1
t5601ee.10,,t5601ee.10,25,549,0
t5601ee.10,,t5601ee.10,26,550,1
t5601ee.10,,t5601ee.10,27,551,1
t5601ee.10,,t5601ee.10,28,552,1
t5601ee.10,,t5601ee.10,29,553,1
t5601ee.10,,t5601ee.10,30,554,1
t5601ee.10,,t5601ee.10,31,555,1
t5601ee.10,,t5601ee.10,32,556,1
t5601ee.10,,t5601ee.10,33,557,0
t5601ee.10,,t5601ee.10,34,558,1
t5601ee.10,,t5601ee.10,35,559,1
t5601ee.10,,t5601ee.10,36,560,1
t5601ee.10,,t5601ee.10,37,561,0
t5601ee.10,,t5601ee.10,38,562,1
t5601ee.10,,t5601ee.10,39,563,0
t5601ee.10,,t5601ee.10,40,564,1
t5601ee.10,,t5601ee.10,41,565,1
t5601ee.10,,t5601ee.10,42,566,1
t5601ee.10,,t5601ee.10,43,567,1
t5601ee.10,,t5601ee.10,44,568,1
t5601ee.10,,t5601ee.10,45,569,1
t5601ee.10,,t5601ee.10,46,570,1
t5601ee.10,,t5601ee.10,47,571,1
t5601ee.10,,t5601ee.10,48,572,1
t5601ee.10,,t5601ee.10,49,573,1
t5601ee.10,,t5601ee.10,50,574,1
t5601ee.10,,t5601ee.10,51,575,1
t5601ee.10,,t5601ee.10,52,576,1
t5601ee.10,,t5601ee.10,53,577,1
t5601ee.10,,t5601ee.10,54,578,1
t5601ee.10,,t5601ee.10,55,579,1
t5601ee.10,,t5601ee.10,56,580,1
t5601ee.10,,t5601ee.10,57,581,1
t5601ee.10,,t5601ee.10,58,582,1
