id,recording_day,file_number,trial_number_in_file,start_move_in_seconds,stop_turn_in_seconds
1020,32,4,39,1.279064988875681,
1023,32,5,2,1.1865318267568947,
1025,32,5,4,0.983075508015156,
1026,32,5,5,0.8302836818955841,
1027,32,5,6,1.3100739135808508,
1029,32,5,8,1.2445395414216065,
1031,32,5,10,0.8149487833484993,
1032,32,5,11,1.4774158724741646,
1033,32,5,12,1.413073097235117,1.7620047913292085
1035,32,5,14,0.9426919410669825,
1038,32,5,17,1.2609842212863243,1.616608013531265
1041,32,5,20,1.3602281921230253,
1044,32,5,23,1.1589619292172757,
1045,32,5,24,1.9370789385731584,
1046,32,5,25,1.2026664200629236,
1047,32,5,26,1.243880630348914,
1048,32,5,27,1.4873424966472433,1.7935207581233998
1049,32,5,28,0.8580487470169422,
1050,32,5,29,0.8471818564594453,
1052,32,5,31,1.9473665939569462,
1053,32,5,32,1.316416294799892,1.7330974535435402
1054,32,5,33,1.2448887693512407,
1057,32,5,36,1.165755225179567,
1061,32,5,40,1.2039488237834024,
1062,32,5,41,1.1178423407274585,
1063,32,5,42,1.0486934864240987,1.4317287830042977
1064,32,5,43,0.8589006417113689,
1067,32,5,46,1.2933629441469918,
1069,32,5,48,1.2103545802897138,
1070,32,5,49,1.2589967169531369,
1071,32,5,50,1.3565877294394473,
1074,32,6,2,1.192879748462143,
1077,32,6,5,1.0773734798741312,
1079,32,6,7,1.27770006416336,
1081,32,6,9,1.039099519760909,
1083,32,6,11,1.2049583911087434,
1085,32,6,13,1.209570262506298,
1086,32,6,14,1.6092184114418218,
1087,32,6,15,0.820944525027872,
1089,32,6,17,1.2019383519814197,
1090,32,6,18,0.7690446549743397,
1092,32,6,20,1.1382332037735048,
1093,32,6,21,0.7812389103931182,
1096,32,6,24,1.249844839880616,
1097,32,6,25,0.7442072235107416,
1099,32,6,27,1.1853445233434456,
1101,32,6,29,1.1514190279549328,
1102,32,6,30,0.8383856228271139,
1104,32,6,32,1.1106348928815164,
1105,32,6,33,0.8432444142684372,
1106,32,6,34,0.9909930321326804,
1107,32,6,35,0.7992228276062111,
1108,32,6,36,1.4759578405354992,1.8264577412557683
1110,32,6,38,1.322143100099415,
1111,32,6,39,1.4064780214437043,
1112,32,6,40,1.1419789642492124,
1113,32,6,41,1.4762363888096668,1.7721031118702768
1114,32,6,42,1.424683932556523,
1117,32,6,45,2.563461916253574,
1118,32,6,46,0.9542786478188754,1.0383428153944132
1119,32,6,47,0.8593953005063499,
1120,32,6,48,0.7378829490445658,
1121,32,6,49,1.5231081653085277,
1124,32,6,52,1.3529902820993407,
1125,32,6,53,1.525891984382422,
1126,32,6,54,1.2104066297645906,
1127,32,6,55,0.8523834869939213,
1129,32,6,57,0.9184184824668483,
1131,32,6,59,1.2862097297084278,
1132,32,6,60,1.31723487849637,
1134,32,6,62,1.048624757995219,
1136,32,6,64,1.466210002788156,
1137,32,6,65,1.5875105224925188,
1139,32,6,67,1.7702378675989858,
1140,32,6,68,1.4148661647930902,
1141,32,6,69,0.8338450664058416,
1142,32,6,70,0.8178129359364674,
1143,32,6,71,1.2724676850557286,1.7141498268341944
1145,32,6,73,1.2065637906295064,
1146,32,6,74,0.9527723511409931,
1148,32,6,76,1.223099058139595,
1149,32,6,77,1.1888864257841822,
1150,32,6,78,0.973693578166672,
1152,32,6,80,1.1717252666717923,
1153,32,6,81,0.8047903123307378,1.2119229304599912
1155,32,6,83,1.2384799429130893,
1156,32,6,84,2.5273348061412673,
1160,32,6,88,1.599917047131054,
1161,32,6,89,1.2701432962241768,
1162,32,6,90,1.4566315214883803,
1164,32,6,92,1.2700841059273587,
1165,32,6,93,0.7501801649235373,
1166,32,6,94,1.3451782686086327,
1168,32,6,96,1.8089612391275876,2.129798957951665
1170,32,6,98,1.5305660036027757,
1171,32,6,99,2.459021221871458,
1173,32,6,101,1.8448449280977017,2.2521757324158944
1174,32,6,102,1.713357952246224,
1175,32,6,103,1.5183684517101355,
1177,32,6,105,1.1770513137856078,
1178,32,6,106,1.0200822373927074,1.237338073807997
1181,32,6,109,10.440468010030383,
1182,32,6,110,1.121337161816934,
1183,32,6,111,1.7171951249764563,2.038372606610391
1185,32,6,113,0.9678957893498144,
1187,32,6,115,1.25753053776619,
1189,32,6,117,1.2928856089122227,
1190,32,6,118,0.777701447042799,
1192,32,6,120,1.738836213777959,
1193,32,6,121,5.957343474097992,
1195,32,6,123,0.8895661107253893,
1196,32,6,124,1.2431448207046043,
1198,32,6,126,1.3812554837129483,1.6060656018466
1200,32,6,128,1.2104167106662835,
1201,32,6,129,0.9523296740252185,
1202,32,6,130,0.8836345521153679,
1203,32,6,131,0.8474304712474303,
1204,32,6,132,1.1845458475384354,
1205,32,6,133,1.0409310140144776,
1206,32,6,134,0.7439003997564253,
1207,32,6,135,0.8366221588248138,
1208,32,6,136,1.3914893544958058,1.853777667325705
1210,32,6,138,1.2515769035698627,
1211,32,6,139,1.2530017512919644,
1213,32,6,141,1.2462311758849023,1.5175004453587457
1214,32,6,142,1.5615015362319213,
1215,32,6,143,1.6245104813595237,
1217,32,6,145,1.389199381854939,
1218,32,6,146,0.7601202509172044,1.1709694044440695
1219,32,6,147,0.7671742304444709,
1221,32,7,1,1.4527631294381615,
1222,32,7,2,1.0449620416356613,
1223,32,7,3,1.1841875053216522,
1224,32,7,4,0.8257200084531318,1.2508985345435157
1225,32,7,5,0.8593400419132413,
1226,32,7,6,0.8835924491834639,
1228,32,7,8,1.084757705012409,
1229,32,7,9,1.4413329816031464,1.7991029328274735
1230,32,7,10,1.229168245275766,
1232,32,7,12,1.273251848651172,
1235,32,7,15,1.1662231458030696,
1236,32,7,16,1.2202373479475093,
1237,32,7,17,0.9154417012751073,
1238,32,7,18,1.3838107519267473,
1239,32,7,19,1.876411616026758,2.1753229951703554
1240,32,7,20,1.378782456155418,
1241,32,7,21,1.637918578948969,
1242,32,7,22,1.4830542031481138,
1243,32,7,23,1.5408311402495216,
1244,32,7,24,1.2212691664707698,1.6804162864136745
1247,32,7,27,1.1322479836744117,
1248,32,7,28,1.0855453763127365,
1249,32,7,29,0.9148497347074743,1.1957082281541815
1250,32,7,30,0.8235218241189434,
1251,32,7,31,1.2183900954908113,
1253,32,7,33,0.8177426793426292,
1255,32,7,35,0.8410677519130594,
1260,32,7,40,9.299827154970608,
1261,32,7,41,1.0854396088477085,
1263,32,7,43,1.2148107675951678,
1266,32,7,46,0.8122411288094497,
1267,32,7,47,1.922116083064676,
1269,32,7,49,0.8384416534596603,1.152101858673687
1270,32,7,50,1.1368451720178143,
1272,32,7,52,1.3203586569434602,
1274,32,7,54,0.9801309839755433,1.2910757248222933
1275,32,7,55,0.7645599880979298,
1276,32,7,56,1.1766558204430284,
1278,32,7,58,1.4180657829829963,
1279,32,7,59,0.9150824021976619,1.341932486976998
1281,32,7,61,0.9815751184801909,
1282,32,7,62,0.90923839005799,
1283,32,7,63,0.8015953435712834,
1284,32,7,64,0.8082757588627949,1.2642560675787964
1285,32,7,65,1.210881707425257,
1286,32,7,66,1.3309660655535827,
1287,32,7,67,1.4035582438039633,
1288,32,7,68,1.0432010251333659,
1289,32,7,69,0.9031823641884102,1.2109164699244275
1290,32,7,70,1.0891756852668357,
1291,32,7,71,0.8666543628960548,
1292,32,7,72,0.8014135841929755,
1293,32,7,73,1.0814359406721834,
1294,32,7,74,0.8642766613164165,1.0969500501126395
1296,32,7,76,1.2257344303613964,
1298,32,7,78,0.7785683102089698,
1299,32,7,79,1.3070580083084136,1.8169558616065942
1300,32,7,80,0.8406052727315176,
1301,32,7,81,1.097980171523724,
1303,32,7,83,0.7970182147551694,
1304,32,7,84,0.8595633019710387,1.3000320893350301
1306,32,7,86,1.1317509656828866,
1307,32,7,87,1.300022150143426,
1308,32,7,88,0.8090894462871351,
1309,32,7,89,0.8087933700072777,1.2339892012971625
1312,32,7,92,7.91162397691451,
1313,32,7,93,1.1463853899583167,
1314,32,7,94,1.191407120506176,1.6293661690306784
1315,32,7,95,0.7590468898510803,
1316,32,7,96,1.3093008704890945,
1318,32,7,98,1.450758148695229,
1320,32,7,100,1.5974883633957835,
1321,32,7,101,1.2268159622070431,
1322,32,7,102,1.4250078036385099,
1323,32,7,103,0.8245665985816311,
1324,32,7,104,0.963986202109899,1.1897137548118832
1325,32,7,105,1.157573879900868,
1327,32,7,107,1.2456692812779977,
1328,32,7,108,1.0206256932068085,
1330,32,7,110,1.1722286505696102,
1331,32,7,111,1.333506848999239,
1332,32,7,112,0.8272042810389565,
1333,32,7,113,0.8546743980668584,
1334,32,7,114,0.7987482718166327,1.2434986611020187
1335,32,7,115,0.7784210847847076,
1336,32,7,116,1.173734310061923,
1338,32,7,118,0.8256155046754623,
1339,32,7,119,0.6914274863804815,1.217916986669599
1340,32,7,120,1.4656192475810719,
1341,32,7,121,0.7457363420784304,
