scorer,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000,DLC_resnet152_t-rest-colorJul19shuffle1_750000
bodyparts,base2,base2,base2,base3,base3,base3,base4,base4,base4,base5,base5,base5,tip2,tip2,tip2,tip3,tip3,tip3,tip4,tip4,tip4,tip5,tip5,tip5
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,409.4738464355469,326.234130859375,0.9999579191207886,426.2498474121094,321.06768798828125,0.9999829530715942,447.0395202636719,322.40447998046875,0.9998841285705566,470.867919921875,335.19964599609375,0.9994353652000427,412.3210754394531,234.7650146484375,0.9999722242355347,435.2416687011719,205.7543182373047,0.9999711513519287,467.27911376953125,208.47970581054688,0.9999853372573853,486.09906005859375,252.66290283203125,0.9999884366989136
1,410.58160400390625,328.0126953125,0.9999514818191528,426.620361328125,323.7210388183594,0.9999347925186157,447.84759521484375,327.6322326660156,0.9999343156814575,470.867919921875,343.1849060058594,0.9998607635498047,412.3210754394531,235.2823028564453,0.9999779462814331,436.1161193847656,206.20591735839844,0.9999723434448242,467.52777099609375,208.47970581054688,0.9999862909317017,486.2212219238281,254.22784423828125,0.9999783039093018
2,410.62127685546875,328.0126953125,0.9999066591262817,427.9847412109375,323.7210388183594,0.9999834299087524,448.16717529296875,327.6322326660156,0.9999332427978516,471.5770568847656,343.1849060058594,0.9999128580093384,412.4773254394531,235.2823028564453,0.9999746084213257,436.11993408203125,206.20591735839844,0.9999771118164062,467.6911926269531,208.47970581054688,0.9999837875366211,486.2595520019531,254.41494750976562,0.9999794960021973
3,410.62127685546875,328.0126953125,0.9998428821563721,427.9847412109375,324.3894348144531,0.9999572038650513,448.16717529296875,328.3265686035156,0.9998764991760254,470.867919921875,342.1177978515625,0.9992724061012268,412.3210754394531,234.9761962890625,0.9999794960021973,436.11993408203125,205.81988525390625,0.9999780654907227,468.0707092285156,209.0957489013672,0.9999756813049316,486.2595520019531,255.09368896484375,0.9999685287475586
4,410.62127685546875,328.0126953125,0.9999406337738037,427.9576416015625,324.3894348144531,0.9999622106552124,448.16717529296875,328.3265686035156,0.9998863935470581,470.867919921875,342.1177978515625,0.9997782111167908,412.3210754394531,234.7650146484375,0.999967098236084,436.11993408203125,205.81988525390625,0.9999771118164062,468.0707092285156,208.65771484375,0.9999715089797974,487.25482177734375,254.41494750976562,0.9999731779098511
5,410.62127685546875,328.5521545410156,0.9998996257781982,427.9576416015625,324.3894348144531,0.999977707862854,448.16717529296875,328.3265686035156,0.9998999834060669,470.9737243652344,342.1177978515625,0.999914288520813,412.758056640625,234.69825744628906,0.9999769926071167,436.3945617675781,206.0657501220703,0.9999727010726929,468.0707092285156,208.01377868652344,0.9999819993972778,487.25482177734375,254.41494750976562,0.9999854564666748
6,410.2105407714844,328.5521545410156,0.9999573230743408,427.5061950683594,324.3894348144531,0.9999597072601318,448.16717529296875,328.3265686035156,0.9999535083770752,470.9737243652344,342.1177978515625,0.9998849630355835,413.26239013671875,234.69825744628906,0.9999650716781616,435.9591979980469,205.81988525390625,0.9999722242355347,467.85760498046875,208.01377868652344,0.9999810457229614,486.1722717285156,254.41494750976562,0.9999676942825317
7,409.46368408203125,328.7268371582031,0.9998244643211365,426.6478271484375,324.3894348144531,0.9999810457229614,448.05267333984375,328.3265686035156,0.9999024868011475,470.9737243652344,343.2812805175781,0.9998650550842285,413.26239013671875,234.9761962890625,0.99996018409729,435.9591979980469,206.0657501220703,0.9999657869338989,467.3911437988281,208.01377868652344,0.9999775886535645,485.9577331542969,254.32302856445312,0.9999878406524658
8,409.46368408203125,328.7920227050781,0.9999301433563232,426.6478271484375,323.9840087890625,0.9999637603759766,448.05267333984375,326.75579833984375,0.9999426603317261,471.3979797363281,343.2812805175781,0.9997879862785339,413.26239013671875,235.2108917236328,0.9999583959579468,435.9591979980469,206.730712890625,0.9999758005142212,467.03350830078125,208.01377868652344,0.9999741315841675,485.7171630859375,254.32302856445312,0.9999828338623047
9,408.91583251953125,329.2509765625,0.9999133348464966,425.5596618652344,325.4027404785156,0.9999843835830688,447.28179931640625,328.4627685546875,0.9999617338180542,470.9737243652344,343.4113464355469,0.9998725652694702,413.4024963378906,235.4657745361328,0.9999796152114868,435.8764343261719,206.730712890625,0.9999597072601318,467.03350830078125,208.01377868652344,0.9999706745147705,485.7171630859375,255.2553253173828,0.9999724626541138
10,409.31744384765625,330.25701904296875,0.9998623132705688,426.6478271484375,324.9347839355469,0.9999836683273315,448.05267333984375,326.75579833984375,0.9999351501464844,471.3979797363281,343.2812805175781,0.9999110698699951,413.72027587890625,235.4657745361328,0.9999761581420898,435.8764343261719,206.78811645507812,0.9999581575393677,466.7724304199219,208.2274169921875,0.999985933303833,485.9577331542969,255.27365112304688,0.9999855756759644
11,409.46368408203125,329.2509765625,0.9999077320098877,426.6777038574219,323.9840087890625,0.9999725818634033,448.05267333984375,326.6030578613281,0.9999343156814575,471.3979797363281,341.94342041015625,0.999855637550354,413.32452392578125,235.6309051513672,0.9999748468399048,436.2138671875,206.78811645507812,0.9999549388885498,466.7724304199219,209.3085174560547,0.99997878074646,486.49346923828125,255.2853240966797,0.9999778270721436
